user_id,days_since_last_purchase,avg_purchase_value,is_frequent_buyer,10%_off_pref,25%_off_pref,free_shipping_pref,buy_one_get_one_pref
0,144,94.01802276447786,1,0.08008763749602867,0.1678910503290366,0.07120544033412997,0.6132908269072606
1,105,249.923531604269,1,0.05684949269420585,0.3773281228180964,0.1553526333087569,0.5290267225097179
2,48,159.77307284168808,0,-0.006661544944775955,0.08433330360800032,0.07389920623114583,0.11331825376620175
3,71,223.9279014796,0,0.08821069905442866,-0.0308020131379569,0.07949963994299235,0.18929353181992992
4,167,92.44241951764481,0,0.1439262897813043,0.12987470706115462,0.02153724237186202,0.48302813019703933
5,156,119.75609407240714,1,0.0858282292031739,0.13202121541616305,0.04431898786388791,0.1532124461410596
6,160,224.2516205600305,1,0.14331222812460997,0.13665493187152183,0.09482440442053545,0.5816000924063436
7,108,36.94496129235501,0,0.07158087289956808,-0.01847409451563067,0.0362020244955857,0.119384447930307
8,58,99.19772969521698,0,0.07604266729344658,0.21890102664920094,0.027287808824665503,0.3760681758777637
9,65,24.619447965556876,0,0.05059128902745698,0.18742570625053898,0.03407063011788104,0.6139311461091916
10,147,209.19260052022176,0,-0.041465174811293685,0.2894426480790437,0.11658012330821149,0.06878436369783396
11,6,250.31627082427266,1,0.19481608413331603,0.3119143713283246,0.11175131077713564,0.1927424779884134
12,165,278.0795832091335,0,0.10943616764492846,0.13442731232679186,0.11447900595524954,0.4929549368960305
13,56,140.91790482833798,0,0.09783879445793617,0.2986254759713457,0.04773646763088275,0.6170294747633768
14,34,208.2660374204032,1,0.07482689884117741,0.16866284284230681,0.12918537142847664,0.6267531250991036
15,24,198.88183976700967,1,0.14281153010550252,0.23434526835888858,0.08733793692778277,0.5304649311436975
16,12,201.9061456920096,1,0.03131019650652517,0.2909746510305298,0.21938022527336332,0.48542758172830336
17,140,90.5986877778996,0,0.11696433701645514,0.05841626082879392,0.021634440442842264,0.4333357312411636
18,29,115.76156853417406,1,0.05265624912804241,0.06629819535583766,0.03933053641601685,0.3378367408583831
19,28,288.8809614598982,0,0.10181254749476681,0.2619440296316716,0.08156018393710678,0.23793126566279515
20,38,228.76560577086886,0,0.047393539597860614,0.2593456403974537,0.11862307945667436,0.44701726251101565
21,79,30.435720613714004,1,0.09569402852321247,0.18959005701208878,0.08688779593575764,0.4626230413942013
22,67,154.91138704283495,0,0.11646585471176968,0.38818460353521994,0.07533923174047118,0.10024691912795027
23,113,223.53382735892197,1,0.043234903141246034,0.34877133801632954,0.0781721572799394,0.16851726840404024
24,172,69.8366528507214,0,0.07308498989979385,0.2455730314016785,0.045477535713524794,0.4865542823698006
25,162,298.377888099475,0,0.08823580146677824,0.19801138894224687,0.11324577519355085,0.18598881897411695
26,172,63.31459812600799,0,0.03595897528534483,0.35099489329564076,0.058422861997423796,0.24470299056534017
27,54,219.5606593154844,0,0.1384548965309193,0.22693540289922656,0.1197785473116187,0.2665037399447287
28,59,270.4554163817093,0,0.15901035624359477,0.4315715166731091,0.11353241359536535,0.6874397969068943
29,151,110.62626163198372,0,0.0741184593039342,0.21110080212017926,0.08304812842548474,0.42282843709351264
30,98,62.843417674463005,1,0.09063410498536367,0.25992562383735157,0.05482580341169629,0.5956667405319837
31,13,289.70508692898113,0,0.08502965899018594,0.2697279396916642,0.13678340607498504,0.38654827294522526
32,123,130.72206078089263,0,0.05756894664397492,0.11983828197457036,0.041768419622103176,0.40661485334876346
33,9,171.4525565693665,1,0.07386538642241355,0.1958344883024911,0.06395045356038599,0.5454499350035431
34,141,78.34203941388387,0,0.02724802694245586,0.3472577413282037,0.055564081556537345,0.41654012645623495
35,149,114.47010762378868,1,0.09087821401972375,0.08423003626081718,0.04325779399049709,0.37787097817570614
36,96,37.09963227017394,0,0.1541880234660774,0.1956733497435009,0.04027153639549272,0.3789339505398377
37,64,170.74940134956734,1,0.13478814720924565,0.17071124901099133,0.12261961935756135,0.44349238476068714
38,7,71.9792789590078,0,0.10917136255535487,0.2191916891096467,0.0735430206721057,0.36305999686963175
39,174,224.54995216794518,1,0.10949872242487851,0.12969741327404605,0.11418142913847272,0.43763641488326366
40,75,155.57460385648056,0,0.1440752263112242,0.11823335292937377,0.07520457968070868,0.13747309718979345
41,166,134.8358733641245,1,0.047259501267068627,0.0590854314804858,0.041663645891942706,0.3843089090860561
42,179,186.78077133460795,0,0.15316622019705867,0.1958030897955243,0.13893119244544994,0.23797642595707594
43,89,187.24108043168482,0,0.13690381264977203,0.256026896366996,0.037648249783434624,0.32225641509162256
44,82,36.978646690685196,0,0.06955634305453677,0.1764613360839458,0.0364017678487211,0.26318736205362525
